image_path,nom_fichier,region,texte_ocr,confiance_ocr,categorie,raison,score,dest_path
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_25_IMG_7473.JPG,2023_02_02_04_25_IMG_7473.JPG,DV,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_02_04_25_IMG_7473.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_25_IMG_7474.JPG,2023_02_02_04_25_IMG_7474.JPG,DV,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_02_04_25_IMG_7474.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_25_IMG_7475.JPG,2023_02_02_04_25_IMG_7475.JPG,DV,D09490,0.1684,ILLISIBLE,confiance_ocr_trop_faible,0.1684,data/processed/sorted_plates\illisibles\D09490_2023_02_02_04_25_IMG_7475.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_25_IMG_7477.JPG,2023_02_02_04_25_IMG_7477.JPG,DV,JII4,0.0436,ILLISIBLE,confiance_ocr_trop_faible,0.0436,data/processed/sorted_plates\illisibles\JII4_2023_02_02_04_25_IMG_7477.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_25_IMG_7478.JPG,2023_02_02_04_25_IMG_7478.JPG,DV,C9490,0.3536,DOUTEUSE,confiance_ocr_moyenne,0.3536,data/processed/sorted_plates\douteuses\C9490_2023_02_02_04_25_IMG_7478.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_25_IMG_7480.JPG,2023_02_02_04_25_IMG_7480.JPG,DV,9490,0.3754,DOUTEUSE,format_invalide_sans_mixte,0.3754,data/processed/sorted_plates\douteuses\9490_2023_02_02_04_25_IMG_7480.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_25_IMG_7481.JPG,2023_02_02_04_25_IMG_7481.JPG,DV,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_02_04_25_IMG_7481.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_27_IMG_7458.JPG,2023_02_02_04_27_IMG_7458.JPG,DV,WOODARD,0.8595,DOUTEUSE,format_invalide_sans_mixte,0.8595,data/processed/sorted_plates\douteuses\WOODARD_2023_02_02_04_27_IMG_7458.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\DV\2023_02_02_04_27_IMG_7462.JPG,2023_02_02_04_27_IMG_7462.JPG,DV,LA29,0.8094,CONFORME,format_valide_ocr_confiant,0.8094,data/processed/sorted_plates\conformes\LA29_2023_02_02_04_27_IMG_7462.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_04_12_21_IMG_8197.JPG,2023_02_04_12_21_IMG_8197.JPG,Easter Region,ER326,0.9988,CONFORME,format_valide_ocr_confiant,0.9988,data/processed/sorted_plates\conformes\ER326_2023_02_04_12_21_IMG_8197.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_05_00_40_IMG_8479.JPG,2023_02_05_00_40_IMG_8479.JPG,Easter Region,3496,0.9996,DOUTEUSE,format_invalide_sans_mixte,0.9996,data/processed/sorted_plates\douteuses\3496_2023_02_05_00_40_IMG_8479.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_05_02_53_IMG_8592.JPG,2023_02_05_02_53_IMG_8592.JPG,Easter Region,808-19,0.9955,DOUTEUSE,format_invalide_sans_mixte,0.9955,data/processed/sorted_plates\douteuses\808_19_2023_02_05_02_53_IMG_8592.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_07_03_31_IMG_9582.JPG,2023_02_07_03_31_IMG_9582.JPG,Easter Region,597-16,0.9999,DOUTEUSE,format_invalide_sans_mixte,0.9999,data/processed/sorted_plates\douteuses\597_16_2023_02_07_03_31_IMG_9582.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_08_04_08_IMG_9895.JPG,2023_02_08_04_08_IMG_9895.JPG,Easter Region,326,0.9927,DOUTEUSE,texte_trop_court,0.9927,data/processed/sorted_plates\douteuses\326_2023_02_08_04_08_IMG_9895.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_08_04_08_IMG_9908.JPG,2023_02_08_04_08_IMG_9908.JPG,Easter Region,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_08_04_08_IMG_9908.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_08_04_08_IMG_9915.JPG,2023_02_08_04_08_IMG_9915.JPG,Easter Region,62511,0.5721,DOUTEUSE,format_invalide_sans_mixte,0.5721,data/processed/sorted_plates\douteuses\62511_2023_02_08_04_08_IMG_9915.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_09_10_05_IMG_0367.JPG,2023_02_09_10_05_IMG_0367.JPG,Easter Region,917-18,0.9635,DOUTEUSE,format_invalide_sans_mixte,0.9635,data/processed/sorted_plates\douteuses\917_18_2023_02_09_10_05_IMG_0367.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_10_05_23_IMG_0794.JPG,2023_02_10_05_23_IMG_0794.JPG,Easter Region,KIA,0.9776,DOUTEUSE,texte_trop_court,0.9776,data/processed/sorted_plates\douteuses\KIA_2023_02_10_05_23_IMG_0794.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_10_05_32_IMG_0619.JPG,2023_02_10_05_32_IMG_0619.JPG,Easter Region,326,0.999,DOUTEUSE,texte_trop_court,0.999,data/processed/sorted_plates\douteuses\326_2023_02_10_05_32_IMG_0619.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_10_05_32_IMG_0637.JPG,2023_02_10_05_32_IMG_0637.JPG,Easter Region,IM4,0.0867,ILLISIBLE,confiance_ocr_trop_faible,0.0867,data/processed/sorted_plates\illisibles\IM4_2023_02_10_05_32_IMG_0637.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_10_05_34_IMG_0514.JPG,2023_02_10_05_34_IMG_0514.JPG,Easter Region,ERO153-16,0.6816,CONFORME,format_valide_ocr_confiant,0.6816,data/processed/sorted_plates\conformes\ERO153_16_2023_02_10_05_34_IMG_0514.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_11_03_15_IMG_1204.JPG,2023_02_11_03_15_IMG_1204.JPG,Easter Region,ER2620U,0.3952,DOUTEUSE,confiance_ocr_moyenne,0.3952,data/processed/sorted_plates\douteuses\ER2620U_2023_02_11_03_15_IMG_1204.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_11_03_16_IMG_1129.JPG,2023_02_11_03_16_IMG_1129.JPG,Easter Region,UUULL,0.2134,ILLISIBLE,confiance_ocr_trop_faible,0.2134,data/processed/sorted_plates\illisibles\UUULL_2023_02_11_03_16_IMG_1129.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_02_12_02_23_IMG_1540.JPG,2023_02_12_02_23_IMG_1540.JPG,Easter Region,ERO2228-18,0.9774,CONFORME,format_valide_ocr_confiant,0.9774,data/processed/sorted_plates\conformes\ERO2228_18_2023_02_12_02_23_IMG_1540.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_03_16_07_25_IMG_4887.JPG,2023_03_16_07_25_IMG_4887.JPG,Easter Region,SHOWERS,0.9996,DOUTEUSE,format_invalide_sans_mixte,0.9996,data/processed/sorted_plates\douteuses\SHOWERS_2023_03_16_07_25_IMG_4887.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_03_16_07_28_IMG_4909.JPG,2023_03_16_07_28_IMG_4909.JPG,Easter Region,GRO2430-23,0.9701,CONFORME,format_valide_ocr_confiant,0.9701,data/processed/sorted_plates\conformes\GRO2430_23_2023_03_16_07_28_IMG_4909.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_03_16_07_28_IMG_4910.JPG,2023_03_16_07_28_IMG_4910.JPG,Easter Region,2170,0.8631,DOUTEUSE,format_invalide_sans_mixte,0.8631,data/processed/sorted_plates\douteuses\2170_2023_03_16_07_28_IMG_4910.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_03_16_07_30_IMG_4929.JPG,2023_03_16_07_30_IMG_4929.JPG,Easter Region,ERO82-17,0.9952,CONFORME,format_valide_ocr_confiant,0.9952,data/processed/sorted_plates\conformes\ERO82_17_2023_03_16_07_30_IMG_4929.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Easter Region\2023_03_16_07_30_IMG_4930.JPG,2023_03_16_07_30_IMG_4930.JPG,Easter Region,82-17,0.9999,DOUTEUSE,format_invalide_sans_mixte,0.9999,data/processed/sorted_plates\douteuses\82_17_2023_03_16_07_30_IMG_4930.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_00_34_IMG_3111-Bdpymj.JPG,2022_07_15_00_34_IMG_3111-Bdpymj.JPG,Greater Accra Region,3550-20,0.9954,DOUTEUSE,format_invalide_sans_mixte,0.9954,data/processed/sorted_plates\douteuses\3550_20_2022_07_15_00_34_IMG_3111-Bdpymj.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_00_34_IMG_3111.JPG,2022_07_15_00_34_IMG_3111.JPG,Greater Accra Region,3550-20,0.9954,DOUTEUSE,format_invalide_sans_mixte,0.9954,data/processed/sorted_plates\douteuses\3550_20_2022_07_15_00_34_IMG_3111.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_07_34_IMG_3111-hZKIif.JPG,2022_07_15_07_34_IMG_3111-hZKIif.JPG,Greater Accra Region,3550-20,0.9954,DOUTEUSE,format_invalide_sans_mixte,0.9954,data/processed/sorted_plates\douteuses\3550_20_2022_07_15_07_34_IMG_3111-hZKIif.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_07_34_IMG_3111.JPG,2022_07_15_07_34_IMG_3111.JPG,Greater Accra Region,3550-20,0.9954,DOUTEUSE,format_invalide_sans_mixte,0.9954,data/processed/sorted_plates\douteuses\3550_20_2022_07_15_07_34_IMG_3111.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_12_06_IMG_3137-mjiV2v.JPG,2022_07_15_12_06_IMG_3137-mjiV2v.JPG,Greater Accra Region,GRO8328,0.9552,CONFORME,format_valide_ocr_confiant,0.9552,data/processed/sorted_plates\conformes\GRO8328_2022_07_15_12_06_IMG_3137-mjiV2v.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_12_06_IMG_3137.JPG,2022_07_15_12_06_IMG_3137.JPG,Greater Accra Region,GRO8328,0.9552,CONFORME,format_valide_ocr_confiant,0.9552,data/processed/sorted_plates\conformes\GRO8328_2022_07_15_12_06_IMG_3137.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_12_06_IMG_3140-Ndbicd.JPG,2022_07_15_12_06_IMG_3140-Ndbicd.JPG,Greater Accra Region,TET,0.1755,ILLISIBLE,confiance_ocr_trop_faible,0.1755,data/processed/sorted_plates\illisibles\TET_2022_07_15_12_06_IMG_3140-Ndbicd.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_12_06_IMG_3140.JPG,2022_07_15_12_06_IMG_3140.JPG,Greater Accra Region,TET,0.1755,ILLISIBLE,confiance_ocr_trop_faible,0.1755,data/processed/sorted_plates\illisibles\TET_2022_07_15_12_06_IMG_3140.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_12_06_IMG_3141-NHs1NY.JPG,2022_07_15_12_06_IMG_3141-NHs1NY.JPG,Greater Accra Region,8328-19,0.9999,DOUTEUSE,format_invalide_sans_mixte,0.9999,data/processed/sorted_plates\douteuses\8328_19_2022_07_15_12_06_IMG_3141-NHs1NY.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2022_07_15_12_06_IMG_3141.JPG,2022_07_15_12_06_IMG_3141.JPG,Greater Accra Region,8328-19,0.9999,DOUTEUSE,format_invalide_sans_mixte,0.9999,data/processed/sorted_plates\douteuses\8328_19_2022_07_15_12_06_IMG_3141.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_03_59_IMG_7396-EmCkA5.JPG,2023_02_02_03_59_IMG_7396-EmCkA5.JPG,Greater Accra Region,JESUS,0.9984,DOUTEUSE,format_invalide_sans_mixte,0.9984,data/processed/sorted_plates\douteuses\JESUS_2023_02_02_03_59_IMG_7396-EmCkA5.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_03_59_IMG_7396.JPG,2023_02_02_03_59_IMG_7396.JPG,Greater Accra Region,JESUS,0.9984,DOUTEUSE,format_invalide_sans_mixte,0.9984,data/processed/sorted_plates\douteuses\JESUS_2023_02_02_03_59_IMG_7396.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_03_59_IMG_7397-dQqHXX.JPG,2023_02_02_03_59_IMG_7397-dQqHXX.JPG,Greater Accra Region,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_02_03_59_IMG_7397-dQqHXX.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_03_59_IMG_7397.JPG,2023_02_02_03_59_IMG_7397.JPG,Greater Accra Region,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_02_03_59_IMG_7397.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_04_00_IMG_7405-58sYgp.JPG,2023_02_02_04_00_IMG_7405-58sYgp.JPG,Greater Accra Region,3004-21,0.9533,DOUTEUSE,format_invalide_sans_mixte,0.9533,data/processed/sorted_plates\douteuses\3004_21_2023_02_02_04_00_IMG_7405-58sYgp.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_04_00_IMG_7405.JPG,2023_02_02_04_00_IMG_7405.JPG,Greater Accra Region,3004-21,0.9533,DOUTEUSE,format_invalide_sans_mixte,0.9533,data/processed/sorted_plates\douteuses\3004_21_2023_02_02_04_00_IMG_7405.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_04_00_IMG_7406-7NArac.JPG,2023_02_02_04_00_IMG_7406-7NArac.JPG,Greater Accra Region,GNO5228-19,0.8328,CONFORME,format_valide_ocr_confiant,0.8328,data/processed/sorted_plates\conformes\GNO5228_19_2023_02_02_04_00_IMG_7406-7NArac.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_04_00_IMG_7406.JPG,2023_02_02_04_00_IMG_7406.JPG,Greater Accra Region,GNO5228-19,0.8328,CONFORME,format_valide_ocr_confiant,0.8328,data/processed/sorted_plates\conformes\GNO5228_19_2023_02_02_04_00_IMG_7406.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_04_01_IMG_7408-ZsQbC0.JPG,2023_02_02_04_01_IMG_7408-ZsQbC0.JPG,Greater Accra Region,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_02_04_01_IMG_7408-ZsQbC0.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Greater Accra Region\2023_02_02_04_01_IMG_7408.JPG,2023_02_02_04_01_IMG_7408.JPG,Greater Accra Region,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_02_04_01_IMG_7408.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_02_05_09_IMG_7586.JPG,2023_02_02_05_09_IMG_7586.JPG,Motorcycle,V3478G,0.6157,CONFORME,format_valide_ocr_confiant,0.6157,data/processed/sorted_plates\conformes\V3478G_2023_02_02_05_09_IMG_7586.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_02_10_32_IMG_7722.JPG,2023_02_02_10_32_IMG_7722.JPG,Motorcycle,F8A,0.0446,ILLISIBLE,confiance_ocr_trop_faible,0.0446,data/processed/sorted_plates\illisibles\F8A_2023_02_02_10_32_IMG_7722.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_02_10_32_IMG_7723.JPG,2023_02_02_10_32_IMG_7723.JPG,Motorcycle,721-BA,0.9846,CONFORME,format_valide_ocr_confiant,0.9846,data/processed/sorted_plates\conformes\721_BA_2023_02_02_10_32_IMG_7723.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_00_18_IMG_8384.JPG,2023_02_05_00_18_IMG_8384.JPG,Motorcycle,264,1.0,DOUTEUSE,texte_trop_court,1.0,data/processed/sorted_plates\douteuses\264_2023_02_05_00_18_IMG_8384.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_00_36_IMG_8451.JPG,2023_02_05_00_36_IMG_8451.JPG,Motorcycle,01571,0.9999,DOUTEUSE,format_invalide_sans_mixte,0.9999,data/processed/sorted_plates\douteuses\01571_2023_02_05_00_36_IMG_8451.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_00_37_IMG_8454.JPG,2023_02_05_00_37_IMG_8454.JPG,Motorcycle,02242,0.9979,DOUTEUSE,format_invalide_sans_mixte,0.9979,data/processed/sorted_plates\douteuses\02242_2023_02_05_00_37_IMG_8454.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_52_IMG_8527.JPG,2023_02_05_02_52_IMG_8527.JPG,Motorcycle,01107,0.9473,DOUTEUSE,format_invalide_sans_mixte,0.9473,data/processed/sorted_plates\douteuses\01107_2023_02_05_02_52_IMG_8527.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_52_IMG_8574.JPG,2023_02_05_02_52_IMG_8574.JPG,Motorcycle,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_05_02_52_IMG_8574.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_53_IMG_8500.JPG,2023_02_05_02_53_IMG_8500.JPG,Motorcycle,05222,0.9936,DOUTEUSE,format_invalide_sans_mixte,0.9936,data/processed/sorted_plates\douteuses\05222_2023_02_05_02_53_IMG_8500.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_53_IMG_8509.JPG,2023_02_05_02_53_IMG_8509.JPG,Motorcycle,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_05_02_53_IMG_8509.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_53_IMG_8511.JPG,2023_02_05_02_53_IMG_8511.JPG,Motorcycle,167558,0.3392,DOUTEUSE,format_invalide_sans_mixte,0.3392,data/processed/sorted_plates\douteuses\167558_2023_02_05_02_53_IMG_8511.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_53_IMG_8594.JPG,2023_02_05_02_53_IMG_8594.JPG,Motorcycle,,0.0,ILLISIBLE,OCR_echec_texte_vide,0.0,data/processed/sorted_plates\illisibles\INCONNU_2023_02_05_02_53_IMG_8594.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_54_IMG_8513.JPG,2023_02_05_02_54_IMG_8513.JPG,Motorcycle,6296,0.9089,DOUTEUSE,format_invalide_sans_mixte,0.9089,data/processed/sorted_plates\douteuses\6296_2023_02_05_02_54_IMG_8513.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_54_IMG_8523.JPG,2023_02_05_02_54_IMG_8523.JPG,Motorcycle,04197,0.9907,DOUTEUSE,format_invalide_sans_mixte,0.9907,data/processed/sorted_plates\douteuses\04197_2023_02_05_02_54_IMG_8523.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_54_IMG_8613.JPG,2023_02_05_02_54_IMG_8613.JPG,Motorcycle,02608,0.9792,DOUTEUSE,format_invalide_sans_mixte,0.9792,data/processed/sorted_plates\douteuses\02608_2023_02_05_02_54_IMG_8613.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_55_IMG_8630.JPG,2023_02_05_02_55_IMG_8630.JPG,Motorcycle,23265,0.5101,DOUTEUSE,format_invalide_sans_mixte,0.5101,data/processed/sorted_plates\douteuses\23265_2023_02_05_02_55_IMG_8630.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_55_IMG_8632.JPG,2023_02_05_02_55_IMG_8632.JPG,Motorcycle,17I2,0.5396,DOUTEUSE,confiance_ocr_moyenne,0.5396,data/processed/sorted_plates\douteuses\17I2_2023_02_05_02_55_IMG_8632.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_55_IMG_8633.JPG,2023_02_05_02_55_IMG_8633.JPG,Motorcycle,17362,0.628,DOUTEUSE,format_invalide_sans_mixte,0.628,data/processed/sorted_plates\douteuses\17362_2023_02_05_02_55_IMG_8633.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_55_IMG_8634.JPG,2023_02_05_02_55_IMG_8634.JPG,Motorcycle,410,0.9711,DOUTEUSE,texte_trop_court,0.9711,data/processed/sorted_plates\douteuses\410_2023_02_05_02_55_IMG_8634.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Motorcycle\2023_02_05_02_55_IMG_8635.JPG,2023_02_05_02_55_IMG_8635.JPG,Motorcycle,01107,0.4919,DOUTEUSE,format_invalide_sans_mixte,0.4919,data/processed/sorted_plates\douteuses\01107_2023_02_05_02_55_IMG_8635.JPG
C:\Users\ibnal\Desktop\PROJET IA X3\Automatic Number Plate Recognition\Automatic Number Plate Recognition\Number Plates\Northern Region\2023_02_05_00_36_IMG_8450.JPG,2023_02_05_00_36_IMG_8450.JPG,Northern Region,MED,0.9893,DOUTEUSE,texte_trop_court,0.9893,data/processed/sorted_plates\douteuses\MED_2023_02_05_00_36_IMG_8450.JPG
